Date;Open;High;Low;Close;Volume
12/18/2025;14.334;14.372;14.334;14.372;307
12/17/2025;14.19;14.19;14.19;14.19;168
12/16/2025;14.11;14.11;14.11;14.11;108
12/15/2025;14.18;14.18;14.18;14.18;160
12/12/2025;14.32;14.32;14.32;14.32;0
12/11/2025;14.32;14.32;14.32;14.32;226
12/10/2025;14.282;14.282;14.282;14.282;0
12/09/2025;14.282;14.282;14.282;14.282;204
12/08/2025;14.13;14.2115;14.13;14.2115;1,824
12/05/2025;13.856;13.856;13.856;13.856;0
12/04/2025;13.856;13.856;13.856;13.856;168
12/03/2025;14.04;14.04;14.04;14.04;0
12/02/2025;14.04;14.04;14.04;14.04;0
12/01/2025;14.27;14.34;13.83;14.04;79,920
11/28/2025;14.0735;14.0735;14.0735;14.0735;337
11/26/2025;13.748;13.748;13.748;13.748;0
11/25/2025;13.5;13.748;13.5;13.748;311
11/24/2025;13.404;13.404;13.404;13.404;0
11/21/2025;13.404;13.404;13.404;13.404;467
11/20/2025;13.308;13.308;13.308;13.308;0
11/19/2025;13.14;13.308;13.14;13.308;1,375
11/18/2025;13.135;13.135;13.135;13.135;62,762
11/17/2025;13.276;13.276;13.276;13.276;184
11/14/2025;13.48;13.48;13.3;13.3;591
11/13/2025;13.484;13.484;13.484;13.484;0
11/12/2025;13.5;13.5;13.484;13.484;1,273
11/11/2025;13.156;13.156;13.156;13.156;0
11/10/2025;13.156;13.156;13.156;13.156;120
11/07/2025;13.06;13.06;13.06;13.06;0
11/06/2025;13.386;13.386;13.06;13.06;25,375
11/05/2025;12.932;12.932;12.932;12.932;374
11/04/2025;13.02;13.02;13.02;13.02;1,433
11/03/2025;13.062;13.062;13.062;13.062;1,934
10/31/2025;12.81;12.81;12.75;12.75;4,500
10/30/2025;13.364;13.364;13.364;13.364;0
10/29/2025;13.364;13.364;13.364;13.364;0
10/28/2025;13.364;13.364;13.364;13.364;0
10/27/2025;13.45;13.45;13;13.364;3,078
10/24/2025;13.3;13.3;13.3;13.3;0
10/23/2025;13.3;13.3;13.3;13.3;0
10/22/2025;13.3;13.3;13.3;13.3;794
10/21/2025;13.281;13.281;13.281;13.281;70,198
10/20/2025;13.45;13.45;13.45;13.45;846
10/17/2025;13.234;13.234;13.234;13.234;134
10/16/2025;13.244;13.244;13.244;13.244;373
10/15/2025;12.954;12.954;12.954;12.954;0
10/14/2025;12.954;12.954;12.954;12.954;198
10/13/2025;13.218;13.218;13.218;13.218;0
10/10/2025;13.218;13.218;13.218;13.218;787
10/09/2025;13.11;13.11;13.11;13.11;286
10/08/2025;12.884;12.884;12.884;12.884;450
10/07/2025;13.296;13.296;13.296;13.296;0
10/06/2025;13.296;13.296;13.296;13.296;0
10/03/2025;13.296;13.296;13.296;13.296;0
10/02/2025;13.296;13.296;13.296;13.296;0
10/01/2025;13.296;13.296;13.296;13.296;0
09/30/2025;13.296;13.296;13.296;13.296;0
09/29/2025;13.296;13.296;13.296;13.296;37,775
09/26/2025;13.175;13.175;12.97;12.97;959
09/25/2025;12.962;12.962;12.962;12.962;0
09/24/2025;12.978;12.978;12.962;12.962;823
09/23/2025;13.04;13.04;13.04;13.04;1,964
09/22/2025;13.18;13.18;13.18;13.18;0
09/19/2025;13.18;13.18;13.18;13.18;0
09/18/2025;13.18;13.18;13.18;13.18;0
09/17/2025;13.18;13.18;13.18;13.18;0
09/16/2025;13.18;13.18;13.18;13.18;0
09/15/2025;13.18;13.18;13.18;13.18;226
09/12/2025;13.05;13.05;13.05;13.05;106
09/11/2025;12.985;12.985;12.985;12.985;21,503
09/10/2025;12.716;12.716;12.716;12.716;0
09/09/2025;12.835;12.835;12.716;12.716;567
09/08/2025;13;13.04;13;13.04;234
09/05/2025;12.898;12.898;12.898;12.898;0
09/04/2025;12.898;12.898;12.898;12.898;224
09/03/2025;12.9;12.9;12.9;12.9;0
09/02/2025;12.9;12.9;12.9;12.9;0
08/29/2025;12.9;12.9;12.9;12.9;0
08/28/2025;12.9;12.9;12.9;12.9;0
08/27/2025;12.9;12.9;12.9;12.9;100
08/26/2025;13.416;13.416;13.416;13.416;0
08/25/2025;13.416;13.416;13.416;13.416;0
08/22/2025;13.416;13.416;13.416;13.416;220
08/21/2025;13.308;13.332;13.308;13.332;693
08/20/2025;12.91;12.91;12.91;12.91;0
08/19/2025;12.91;12.91;12.91;12.91;0
08/18/2025;12.91;12.91;12.91;12.91;300
08/15/2025;12.985;12.985;12.985;12.985;0
08/14/2025;12.985;12.985;12.985;12.985;0
08/13/2025;12.985;12.985;12.985;12.985;1,118
08/12/2025;12.694;12.694;12.694;12.694;0
08/11/2025;12.694;12.694;12.694;12.694;0
08/08/2025;13.028;13.028;12.694;12.694;486
08/07/2025;12.815;12.815;12.815;12.815;1,078
08/06/2025;12.44;12.44;12.44;12.44;0
08/05/2025;12.44;12.44;12.44;12.44;0
08/04/2025;12.44;12.44;12.44;12.44;0
08/01/2025;12.44;12.44;12.44;12.44;337
07/31/2025;12.46;12.46;12.46;12.46;0
07/30/2025;12.46;12.46;12.46;12.46;0
07/29/2025;12.46;12.46;12.46;12.46;0
07/28/2025;12.46;12.46;12.46;12.46;113
07/25/2025;12.658;12.658;12.56;12.56;344
07/24/2025;12.36;12.36;12.36;12.36;0
07/23/2025;12.36;12.36;12.36;12.36;0
07/22/2025;12.36;12.36;12.36;12.36;0
07/21/2025;12.29;12.36;12.29;12.36;3,072
07/18/2025;11.88;11.9945;11.86;11.9945;4,071
07/17/2025;12.18;12.18;12.18;12.18;3,089
07/16/2025;11.8;11.8;11.67;11.67;10,141
07/15/2025;13.142;13.142;13.11;13.122;3,642
07/14/2025;13.054;13.054;13.054;13.054;780
07/11/2025;13.28;13.28;13.28;13.28;0
07/10/2025;13.28;13.28;13.28;13.28;0
07/09/2025;13.288;13.288;13.28;13.28;6,502
07/08/2025;13.364;13.364;13.364;13.364;251
07/07/2025;13.4;13.4073;13.4;13.4073;485
07/03/2025;13.345;13.365;13.345;13.365;52,500
07/02/2025;13.31;13.31;13.31;13.31;100
07/01/2025;13.386;13.386;13.386;13.386;0
06/30/2025;13.386;13.386;13.386;13.386;0
06/27/2025;13.39;13.39;13.386;13.386;1,268
06/26/2025;13.332;13.332;13.332;13.332;942
06/25/2025;13.056;13.056;13.056;13.056;0
06/24/2025;13.056;13.056;13.056;13.056;234
06/23/2025;12.898;12.898;12.898;12.898;105
06/20/2025;12.84;13.042;12.84;13.042;3,699
06/18/2025;13.195;13.195;13.024;13.024;1,146
06/17/2025;13.37;13.37;13.37;13.37;300
06/16/2025;13.34;13.34;13.34;13.34;452
06/13/2025;13.265;13.265;13.265;13.265;287
06/12/2025;13.29;13.4;13.29;13.4;25,422
06/11/2025;13.134;13.134;13.11;13.11;77,533
06/10/2025;13.474;13.474;13.474;13.474;3,909
06/09/2025;13.126;13.126;13.126;13.126;0
06/06/2025;13.03;13.126;13.03;13.126;788
06/05/2025;13.628;13.628;13.628;13.628;151
06/04/2025;13.49;13.49;13.49;13.49;0
06/03/2025;13.49;13.49;13.49;13.49;0
06/02/2025;13.49;13.49;13.49;13.49;2,179
05/30/2025;13.41;13.41;13.41;13.41;321
05/29/2025;13.274;13.274;13.274;13.274;0
05/28/2025;13.274;13.274;13.274;13.274;0
05/27/2025;13.49;13.49;13.274;13.274;396
05/23/2025;13.428;13.428;13.428;13.428;957
05/22/2025;13.476;13.476;13.476;13.476;0
05/21/2025;13.81;13.9;13.476;13.476;2,662
05/20/2025;13.6;13.852;13.542;13.542;1,640
05/19/2025;13.312;13.402;13.312;13.402;330
05/16/2025;13.11;13.11;13.11;13.11;0
05/15/2025;13.11;13.11;13.11;13.11;0
05/14/2025;13.11;13.11;13.11;13.11;0
05/13/2025;13.11;13.11;13.11;13.11;0
05/12/2025;13.184;13.184;13.11;13.11;2,708
05/09/2025;12.85;13.25;12.85;13.226;1,096
05/08/2025;13.37;13.5;13.37;13.5;367
05/07/2025;13.26;13.26;13.26;13.26;0
05/06/2025;13.26;13.26;13.26;13.26;0
05/05/2025;13.26;13.26;13.26;13.26;349
05/02/2025;13.1486;13.1486;13.1486;13.1486;2,005
05/01/2025;12.6;12.6;12.6;12.6;760
04/30/2025;12.68;12.68;12.68;12.68;7,600
04/29/2025;12.3;12.3;12.3;12.3;0
04/28/2025;12.3;12.3;12.3;12.3;700
04/25/2025;11.836;11.836;11.836;11.836;0
04/24/2025;11.836;11.836;11.836;11.836;106
04/23/2025;12.11;12.11;12.11;12.11;0
04/22/2025;11.83;12.11;11.83;12.11;701
04/21/2025;12.6;12.6;11.54;11.54;472
04/17/2025;11.7;11.806;11.7;11.806;1,702
04/16/2025;11.76;11.76;11.76;11.76;372
04/15/2025;11.898;11.898;11.898;11.898;241
04/14/2025;11.244;11.244;11.244;11.244;4,458
04/11/2025;11.234;11.234;11.234;11.234;351
04/10/2025;10.694;10.75;10.694;10.75;1,372
04/09/2025;10.584;10.584;10.53;10.53;4,665
04/08/2025;10.464;10.555;10.464;10.555;1,575
04/07/2025;10.13;10.8;10;10;715
04/04/2025;12.092;12.092;12.092;12.092;0
04/03/2025;11.932;12.092;11.39;12.092;4,529
04/02/2025;11.23;11.386;11.23;11.386;662
04/01/2025;11.682;11.682;11.682;11.682;0
03/31/2025;11.42;11.682;11.42;11.682;822
03/28/2025;12.67;12.67;12.67;12.67;0
03/27/2025;12.68;12.68;12.67;12.67;8,579
03/26/2025;13.1;13.1;13.1;13.1;0
03/25/2025;13.41;13.49;13.1;13.1;2,092
03/24/2025;13.05;13.05;13.05;13.05;0
03/21/2025;13.05;13.05;13.05;13.05;196
03/20/2025;13.058;13.058;13.058;13.058;0
03/19/2025;13.422;13.422;13.058;13.058;4,813
03/18/2025;13.43;13.43;13.43;13.43;100
03/17/2025;13.336;13.336;13.1184;13.1184;348
03/14/2025;12.794;12.794;12.794;12.794;0
03/13/2025;12.794;12.794;12.794;12.794;145
03/12/2025;13.01;13.01;13.01;13.01;0
03/11/2025;13.1763;13.1763;13.01;13.01;556
03/10/2025;13.05;13.05;13.05;13.05;407
03/07/2025;13.6;13.6;13.6;13.6;325
03/06/2025;13.296;13.296;13.296;13.296;0
03/05/2025;13.296;13.296;13.296;13.296;290
03/04/2025;12.9;12.9;12.866;12.866;1,399
03/03/2025;12.768;12.768;12.768;12.768;0
02/28/2025;12.768;12.768;12.768;12.768;165
02/27/2025;12.76;12.76;12.75;12.75;1,700
02/26/2025;12.69;12.69;12.69;12.69;0
02/25/2025;12.69;12.69;12.69;12.69;232
02/24/2025;12.6302;12.6302;12.42;12.42;7,205
02/21/2025;12.685;12.685;12.6;12.6;5,120
02/20/2025;12.32;12.32;12.26;12.26;552
02/19/2025;12.51;12.6;12.51;12.6;4,004
02/18/2025;12.51;12.65;12.51;12.65;3,786
02/14/2025;12.28;12.3;12.15;12.15;3,879
02/13/2025;11.91;12.09;11.91;12.09;1,350
02/12/2025;11.9;11.9;11.9;11.9;534
02/11/2025;11.806;11.9;11.75;11.9;3,028
02/10/2025;11.635;11.635;11.635;11.635;1,476
02/07/2025;11.638;11.638;11.638;11.638;0
02/06/2025;11.638;11.638;11.638;11.638;329
02/05/2025;11.125;11.125;11.125;11.125;0
02/04/2025;11.125;11.125;11.125;11.125;0
02/03/2025;11.125;11.125;11.125;11.125;0
01/31/2025;11.155;11.155;11.125;11.125;4,935
01/30/2025;11.406;11.406;11.19;11.19;743
01/29/2025;11.408;11.408;11.12;11.12;971
01/28/2025;11.189;11.189;11.1;11.152;703
01/27/2025;11.252;11.252;11.252;11.252;110
01/24/2025;11.492;11.508;11.492;11.508;1,027
01/23/2025;11.385;11.544;11.385;11.544;2,056
01/22/2025;11.31;11.31;11.31;11.31;2,234
01/21/2025;11.228;11.232;11.228;11.232;1,238
01/17/2025;10.918;10.95;10.782;10.782;1,545
01/16/2025;10.7;10.706;10.66;10.706;14,690
01/15/2025;11.03;11.03;11.03;11.03;210
01/14/2025;10.872;10.872;10.755;10.755;1,737
01/13/2025;10.648;10.708;10.505;10.708;3,810
01/10/2025;10.712;10.732;10.394;10.394;4,834
01/08/2025;10.5546;10.5546;10.5546;10.5546;300
01/07/2025;10.378;10.378;10.378;10.378;0
01/06/2025;10.708;10.708;10.378;10.378;4,602
01/03/2025;10.616;10.616;10.616;10.616;0
01/02/2025;10.594;10.616;10.594;10.616;396
12/31/2024;10.395;10.395;10.395;10.395;0
12/30/2024;10.305;10.494;10.236;10.395;7,452
12/27/2024;10.304;10.3714;10.256;10.256;16,375
12/26/2024;10.392;10.464;10.32;10.464;2,958
12/24/2024;10.036;10.21;9.92;10.21;1,835
12/23/2024;10.202;10.442;10.202;10.442;1,689
12/20/2024;10.01;10.266;9.974;10.256;2,009
12/19/2024;10.188;10.38;10.096;10.096;2,140
12/18/2024;10.31;10.31;10.31;10.31;1,500
12/17/2024;10.3461;10.574;10.3422;10.3422;1,875
12/16/2024;10.622;10.63;10.39;10.63;1,080
12/13/2024;10.304;10.47;10.304;10.47;419
12/12/2024;10.584;10.584;10.212;10.212;1,252
12/11/2024;10.404;10.404;10.342;10.342;6,230
12/10/2024;10.612;10.824;10.478;10.48;3,848
12/09/2024;10.512;10.512;10.512;10.512;545
12/06/2024;10.624;10.624;10.624;10.624;913
12/05/2024;10.76;10.76;10.76;10.76;2,590
12/04/2024;10.502;10.502;10.502;10.502;745
12/03/2024;10.62;10.824;10.62;10.824;847
12/02/2024;10.382;10.382;10.382;10.382;333
11/29/2024;10.568;10.568;10.568;10.568;426
11/27/2024;10.15;10.15;10.15;10.15;862
11/26/2024;10.208;10.208;9.864;9.864;6,505
11/25/2024;10.286;10.286;10.258;10.258;1,253
11/22/2024;10.154;10.154;10.154;10.154;614
11/21/2024;9.88;9.88;9.88;9.88;0
11/20/2024;9.88;9.88;9.88;9.88;1,656
11/19/2024;10.013;10.22;9.87;10.22;16,332
11/18/2024;10.076;10.076;10.076;10.076;2,371
11/15/2024;10.0915;10.286;10.0915;10.286;4,471
11/14/2024;10.143;10.143;10.092;10.092;1,313
11/13/2024;10.18;10.18;9.908;9.908;263
11/12/2024;10.448;10.448;10.448;10.448;0
11/11/2024;10.448;10.448;10.448;10.448;0
11/08/2024;10.448;10.448;10.448;10.448;0
11/07/2024;10.58;10.58;10.448;10.448;436
11/06/2024;10.606;10.606;10.606;10.606;213
11/05/2024;10.806;10.806;10.806;10.806;322
11/04/2024;10.72;10.72;10.52;10.52;5,143
11/01/2024;10.724;10.724;10.724;10.724;0
10/31/2024;10.724;10.724;10.724;10.724;0
10/30/2024;10.724;10.724;10.724;10.724;0
10/29/2024;10.688;10.724;10.688;10.724;624
10/28/2024;10.708;10.708;10.708;10.708;599
10/25/2024;10.82;10.82;10.82;10.82;386
10/24/2024;10.5785;10.5785;10.31;10.31;502
10/23/2024;10.488;10.488;10.488;10.488;5,664
10/22/2024;9.88;9.88;9.88;9.88;1,000
10/21/2024;9.75;9.884;9.75;9.884;1,551
10/18/2024;9.89;9.89;9.89;9.89;0
10/17/2024;9.89;9.89;9.89;9.89;100
10/16/2024;9.8045;9.882;9.8045;9.882;2,021
10/15/2024;9.7371;9.74;9.7371;9.74;3,176
10/14/2024;9.98;10.042;9.75;9.75;2,527
10/11/2024;9.956;9.956;9.956;9.956;1,272
10/10/2024;10.128;10.128;10.128;10.128;483
10/09/2024;10.088;10.088;10.088;10.088;0
10/08/2024;10.088;10.088;10.088;10.088;245
10/07/2024;10.062;10.062;10.062;10.062;327
10/04/2024;9.89;9.89;9.89;9.89;0
10/03/2024;9.89;9.89;9.89;9.89;0
10/02/2024;9.89;9.89;9.89;9.89;0
10/01/2024;10.34;10.34;9.85;9.89;2,198
09/30/2024;10.48;10.482;10.48;10.482;1,666
09/27/2024;10.44;10.44;10.44;10.44;0
09/26/2024;10.44;10.44;10.44;10.44;236
09/25/2024;10.654;10.714;10.654;10.714;1,654
09/24/2024;10.59;10.59;10.59;10.59;0
09/23/2024;10.59;10.59;10.59;10.59;242
09/20/2024;10.63;10.63;10.63;10.63;190
09/19/2024;10.46;10.46;10.46;10.46;0
09/18/2024;10.46;10.46;10.46;10.46;0
09/17/2024;10.46;10.46;10.46;10.46;0
09/16/2024;10.46;10.46;10.46;10.46;204
09/13/2024;10.272;10.314;10.056;10.308;3,200
09/12/2024;10.045;10.308;10.045;10.056;4,676
09/11/2024;10.182;10.182;9.99;9.99;490
09/10/2024;10.1;10.242;10.036;10.036;3,883
09/09/2024;10.33;10.33;10.33;10.33;611
09/06/2024;10.486;10.486;10.486;10.486;0
09/05/2024;10.486;10.486;10.486;10.486;2,526
09/04/2024;10.484;10.484;10.484;10.484;0
09/03/2024;10.484;10.484;10.484;10.484;146
08/30/2024;10.534;10.534;10.534;10.534;0
08/29/2024;10.47;10.57;10.47;10.534;1,579
08/28/2024;10.374;10.374;10.374;10.374;0
08/27/2024;10.374;10.374;10.374;10.374;0
08/26/2024;10.374;10.374;10.374;10.374;480
08/23/2024;10.266;10.266;10.266;10.266;0
08/22/2024;10.266;10.266;10.266;10.266;0
08/21/2024;10.266;10.266;10.266;10.266;0
08/20/2024;10.266;10.266;10.266;10.266;0
08/19/2024;10.266;10.266;10.266;10.266;431
08/16/2024;10.16;10.16;10.16;10.16;0
08/15/2024;10.16;10.16;10.16;10.16;0
08/14/2024;10.16;10.16;10.16;10.16;3,000
08/13/2024;9.944;9.944;9.944;9.944;0
08/12/2024;9.944;9.944;9.944;9.944;1,712
08/09/2024;9.666;9.7;9.666;9.7;954
08/08/2024;9.468;9.468;9.37;9.37;1,346
08/07/2024;9.66;9.66;9.412;9.412;1,548
08/06/2024;9.824;9.824;9.824;9.824;0
08/05/2024;9.824;9.824;9.824;9.824;699
08/02/2024;10.248;10.248;10.248;10.248;0
08/01/2024;10.248;10.248;10.248;10.248;0
07/31/2024;10.248;10.248;10.248;10.248;0
07/30/2024;10.248;10.248;10.248;10.248;218
07/29/2024;10.102;10.102;10.102;10.102;313
07/26/2024;10.086;10.086;9.852;9.852;1,128
07/25/2024;10.11;10.11;9.8417;10.07;1,861
07/24/2024;9.9279;9.9279;9.9279;9.9279;334
07/23/2024;10.328;10.328;10.328;10.328;0
07/22/2024;10.2;10.328;10.2;10.328;1,123
07/19/2024;10.007;10.0416;10.007;10.0416;233
07/18/2024;9.806;9.806;9.806;9.806;0
07/17/2024;9.806;9.806;9.806;9.806;0
07/16/2024;9.798;9.806;9.798;9.806;3,615
07/15/2024;9.892;9.934;9.886;9.934;896
07/12/2024;9.848;9.848;9.8;9.8;984
07/11/2024;10.006;10.074;10.006;10.074;1,198
07/10/2024;9.57;9.655;9.57;9.594;2,483
07/09/2024;9.448;9.456;9.408;9.408;1,102
07/08/2024;9.762;9.762;9.762;9.762;3,595
07/05/2024;9.998;10.006;9.998;10.006;847
07/03/2024;9.764;9.764;9.764;9.764;0
07/02/2024;9.764;9.764;9.764;9.764;0
07/01/2024;9.71;9.764;9.71;9.764;1,419
06/28/2024;9.678;9.678;9.678;9.678;567
06/27/2024;9.378;9.378;9.378;9.378;0
06/26/2024;9.378;9.378;9.378;9.378;204
06/25/2024;9.774;9.774;9.774;9.774;0
06/24/2024;9.786;9.786;9.774;9.774;761
06/21/2024;9.64;9.64;9.31;9.42;1,449
06/20/2024;9.498;9.54;9.498;9.54;1,080
06/18/2024;9.76;9.76;9.76;9.76;0
06/17/2024;9.78;9.78;9.76;9.76;504
06/14/2024;9.68;9.68;9.634;9.634;30,659
06/13/2024;9.676;9.676;9.676;9.676;0
06/12/2024;9.676;9.676;9.676;9.676;0
06/11/2024;9.676;9.676;9.676;9.676;185
06/10/2024;9.404;9.408;9.282;9.282;1,412
06/07/2024;9.492;9.74;9.492;9.676;1,357
06/06/2024;9.57;9.57;9.432;9.432;711
06/05/2024;9.44;9.6495;9.44;9.6495;450
06/04/2024;9.412;9.632;9.412;9.62;3,385
06/03/2024;9.56;9.59;9.37;9.37;3,402
05/31/2024;9.34;9.53;9.34;9.53;46,440
05/30/2024;9.4;9.4;9.13;9.13;771
05/29/2024;9.37;9.37;9.37;9.37;0
05/28/2024;9.296;9.37;9.296;9.37;1,641
05/24/2024;9.21;9.21;9.05;9.16;925
05/23/2024;9.38;9.38;9.38;9.38;1,193
05/22/2024;9.21;9.21;9.07;9.07;11,088
05/21/2024;9.146;9.146;9.128;9.128;605
05/20/2024;9.428;9.428;9.428;9.428;1,108
05/17/2024;9.27;9.394;9.095;9.394;3,835
05/16/2024;9.188;9.418;9.188;9.41;1,908
05/15/2024;9.33;9.43;9.2267;9.2267;5,232
05/14/2024;9.24;9.24;9.24;9.24;382
05/13/2024;9.054;9.276;9.014;9.014;2,206
05/10/2024;9.16;9.16;9.16;9.16;409
05/09/2024;8.62;8.62;8.62;8.62;200
05/08/2024;8.74;8.86;8.74;8.86;2,438
05/07/2024;9.132;9.132;9.132;9.132;0
05/06/2024;9.132;9.132;9.132;9.132;225
05/03/2024;8.952;8.952;8.952;8.952;0
05/02/2024;8.96;8.96;8.952;8.952;1,936
05/01/2024;8.94;8.94;8.61;8.61;1,000
04/30/2024;8.662;8.984;8.662;8.984;8,944
04/29/2024;8.835;8.928;8.835;8.928;30,364
04/26/2024;9.0582;9.0582;9.0582;9.0582;189
04/25/2024;9.41;9.41;9.41;9.41;0
04/24/2024;9.41;9.41;9.41;9.41;260
04/23/2024;10.75;10.75;10.75;10.75;140
04/22/2024;10.078;10.456;10.078;10.456;850
04/19/2024;10.02;10.06;10.02;10.06;32,867
04/18/2024;9.926;9.926;9.926;9.926;166
04/17/2024;9.94;9.95;9.94;9.95;972
04/16/2024;9.772;10.022;9.772;9.895;1,846
04/15/2024;10.154;10.154;10.138;10.138;1,726
04/12/2024;10.174;10.174;10.174;10.174;403
04/11/2024;10.024;10.024;10.024;10.024;887
04/10/2024;10.146;10.194;10.146;10.194;599
04/09/2024;10.324;10.324;10.324;10.324;0
04/08/2024;10.324;10.324;10.324;10.324;0
04/05/2024;10.324;10.324;10.324;10.324;102
04/04/2024;10.187;10.187;10.187;10.187;0
04/03/2024;10.187;10.187;10.187;10.187;100
04/02/2024;10.096;10.096;9.995;9.995;1,531
04/01/2024;9.886;10.23;9.87;10.23;1,567
03/28/2024;10.3952;10.3952;10.302;10.302;2,373
03/27/2024;10.25;10.45;10.25;10.45;640
03/26/2024;10.276;10.276;10.276;10.276;0
03/25/2024;10.276;10.276;10.276;10.276;1,281
03/22/2024;11.25;11.25;11.25;11.25;0
03/21/2024;11.25;11.25;11.25;11.25;215
03/20/2024;11.626;11.626;11.626;11.626;232
03/19/2024;11.628;11.628;11.628;11.628;0
03/18/2024;11.628;11.628;11.628;11.628;45,362
03/15/2024;12.172;12.172;12.172;12.172;0
03/14/2024;12.172;12.172;12.172;12.172;0
03/13/2024;12.172;12.172;12.172;12.172;121
03/12/2024;12.106;12.106;12.026;12.026;952
03/11/2024;11.936;11.936;11.936;11.936;235
03/08/2024;11.88;11.88;11.88;11.88;0
03/07/2024;11.936;11.936;11.88;11.88;25,552
03/06/2024;11.8;11.885;11.8;11.885;1,200
03/05/2024;11.894;11.894;11.894;11.894;166
03/04/2024;12.142;12.142;12.142;12.142;1,629
03/01/2024;11.996;11.996;11.996;11.996;0
02/29/2024;11.9267;11.996;11.9267;11.996;28,481
02/28/2024;12.006;12.006;12.006;12.006;379
02/27/2024;11.76;11.76;11.76;11.76;0
02/26/2024;11.76;11.76;11.76;11.76;241
02/23/2024;11.686;11.686;11.686;11.686;0
02/22/2024;11.686;11.686;11.686;11.686;0
02/21/2024;11.686;11.686;11.686;11.686;0
02/20/2024;11.686;11.686;11.686;11.686;0
02/16/2024;11.686;11.74;11.686;11.686;2,792
02/15/2024;11.664;11.672;11.664;11.672;857
02/14/2024;11.678;11.678;11.47;11.47;747
02/13/2024;11.76;11.76;11.76;11.76;120
02/12/2024;11.52;11.52;11.52;11.52;0
02/09/2024;11.52;11.52;11.52;11.52;735
02/08/2024;11.3;11.3;11.24;11.24;1,121
02/07/2024;11.542;11.542;11.542;11.542;132
02/06/2024;10.592;10.592;10.592;10.592;0
02/05/2024;10.558;10.592;10.5;10.592;22,462
02/02/2024;10.75;10.75;10.75;10.75;750
02/01/2024;10.91;10.91;10.91;10.91;0
01/31/2024;10.91;10.91;10.91;10.91;153
01/30/2024;10.906;10.906;10.906;10.906;0
01/29/2024;10.896;10.906;10.896;10.906;1,085
01/26/2024;11.074;11.074;11.074;11.074;706
01/25/2024;11;11;11;11;1,250
01/24/2024;10.572;10.572;10.572;10.572;0
01/23/2024;10.488;10.572;10.488;10.572;2,347
01/22/2024;10.658;10.658;10.658;10.658;1,034
01/19/2024;10.312;10.312;10.312;10.312;0
01/18/2024;10.312;10.312;10.312;10.312;17,868
01/17/2024;10.235;10.235;10.235;10.235;1,280
01/16/2024;10.358;10.406;10.294;10.3;9,713
01/12/2024;10.772;10.772;10.772;10.772;0
01/11/2024;10.798;10.798;10.772;10.772;1,392
01/10/2024;10.6924;10.6924;10.6924;10.6924;0
01/09/2024;10.6924;10.6924;10.6924;10.6924;200
01/08/2024;10.93;10.93;10.736;10.736;22,705
01/05/2024;10.86;10.86;10.7855;10.7855;343,375
01/04/2024;10.84;10.84;10.84;10.84;6,560
01/03/2024;10.864;10.864;10.864;10.864;0
01/02/2024;10.864;10.864;10.864;10.864;273
12/29/2023;10.99;10.99;10.99;10.99;145
12/28/2023;10.74;10.74;10.74;10.74;670
12/27/2023;11.08;11.112;11.08;11.112;10,616
12/26/2023;10.87;10.87;10.87;10.87;0
12/22/2023;10.87;10.87;10.87;10.87;0
12/21/2023;10.87;10.87;10.87;10.87;180
12/20/2023;10.42;10.42;10.42;10.42;0
12/19/2023;10.42;10.42;10.42;10.42;0
12/18/2023;10.42;10.42;10.42;10.42;0
12/15/2023;10.42;10.42;10.42;10.42;3,003
12/14/2023;10.385;10.422;10.28;10.415;7,559
12/13/2023;9.955;9.955;9.955;9.955;0
12/12/2023;9.955;9.955;9.955;9.955;1,058
12/11/2023;9.78;9.78;9.78;9.78;0
12/08/2023;9.78;9.78;9.78;9.78;0
12/07/2023;9.715;9.78;9.715;9.78;7,007
12/06/2023;9.588;9.588;9.588;9.588;129
12/05/2023;9.5;9.5;9.5;9.5;0
12/04/2023;9.5;9.5;9.5;9.5;0
12/01/2023;9.5;9.5;9.5;9.5;685
11/30/2023;9.468;9.468;9.468;9.468;0
11/29/2023;9.468;9.468;9.468;9.468;0
11/28/2023;9.71;9.71;9.45;9.468;957
11/27/2023;9.51;9.51;9.51;9.51;0
11/24/2023;9.51;9.51;9.51;9.51;183
11/22/2023;9.388;9.388;9.388;9.388;150
11/21/2023;9.522;9.522;9.522;9.522;0
11/20/2023;9.522;9.522;9.522;9.522;149
11/17/2023;8.84;8.84;8.84;8.84;0
11/16/2023;8.84;8.84;8.84;8.84;0
11/15/2023;8.84;8.84;8.84;8.84;0
11/14/2023;8.84;8.84;8.84;8.84;0
11/13/2023;8.84;8.84;8.84;8.84;1,569
11/10/2023;8.76;8.76;8.76;8.76;0
11/09/2023;8.76;8.76;8.76;8.76;535
11/08/2023;8.83;8.83;8.83;8.83;0
11/07/2023;8.83;8.83;8.83;8.83;250
11/06/2023;8.888;8.888;8.888;8.888;0
11/03/2023;8.888;8.888;8.888;8.888;3,058
11/02/2023;8.338;8.338;8.338;8.338;0
11/01/2023;8.338;8.338;8.338;8.338;0
10/31/2023;8.338;8.338;8.338;8.338;0
10/30/2023;8.338;8.338;8.338;8.338;318
10/27/2023;8.46;8.46;8.46;8.46;126
10/26/2023;9.106;9.106;9.106;9.106;0
10/25/2023;9.106;9.106;9.106;9.106;0
10/24/2023;9.106;9.106;9.106;9.106;0
10/23/2023;9.106;9.106;9.106;9.106;0
10/20/2023;9.106;9.106;9.106;9.106;0
